"{27,14,21,29,30,24,25,28,26,5,9,10,32,4,6,11,12,13,8,55,58,63,57,7,23,37,84,87}",401
"{32,26,27,28,24,25,29,30,58,22,23,38,84}",527
"{84}",235
"{24,25,26,27,28,30,21,23,84,29}",590
"{84}",119
"{55,58,63,57,59,84}",286
"{27,28,29,30,22,23,24,25,4,5,6,7,9,10,11,12,13,14,63,59,55,58,84,87,26}",480
"{73,77,84,74,79,76,80,75,92,91,90}",9
"{84}",419
"{13,12,11,14,84}",716
"{5,26,27,14,4,6,11,12,13,9,10,7,29,30,24,25,28,38,22,23,55,58,59,84}",412
"{84}",610
"{22,21,60,63,58,84}",79
"{10,9,7,24,25,29,30,58,26,27,28,22,23,13,14,12,11,84}",532
"{24,2,3,6,7,31,55,58,63,60,59,57,84,8,11,12,13,14,21,23,25,26,27,28,29,30,37,38}",457
"{20,29,24,30,25,28,26,27,31,32,34,33,35,84}",564
"{73,20,33,34,35,84,80,76,77,79,74}",72
"{6,8,12,13,7,29,30,24,25,14,21,11,59,63,58,55,23,26,27,28,38,37,84,2,3}",95
"{42}",579
"{59,21,55,58,63,61,60,47,49,84}",77
"{33,34,35,24,2,3,6,7,8,11,12,13,21,23,25,26,28,36,55,58,37,14,27,31,38,39,40,41,42,43,44,63,60,59,57,62,48,29,30,84}",232
"{26,27,39,11,12,13,8,9,10,7,21,29,40,43,44,41,42,31,32,36,38,55,58,63,60,59,62,30,24,25,28,48,84,47}",259
"{32,57,24,25,29,30,22,23,26,27,28,84,13,12,11}",519
"{65,66,71,16,17,56,55,47,15,84}",172
"{44,43,42,41,40,39,84}",409
"{73,84,74,79,77}",21
"{6,7,11,12,13,39,40,41,42,43,44,24,25,21,23,26,27,28,29,30,55,2,3,8,14,37,84}",521
"{3,2,6,11,24,25,28,26,27,31,32,14,38,58,63,55,57,12,13,8,7,22,23,37,29,30,84,89}",131
"{72,83,82,73,74,75,76,77,84,91,90,79}",17
"{3,2,6,11,12,13,8,7,21,29,30,24,25,28,26,27,14,38,31,37,55,58,63,60,59,84}",324
"{20,29,30,24,25,28,26,27,58,63,61,60,59,84}",37
"{39,40,41,42,43,44,4,5,6,7,11,10,12,13,14,9,84}",584
"{55,58,63,60,59,48,47,84}",249
"{17,16,20,55,58,63,61,60,59,57,62,48,47,49,84,15}",398
"{36,37,21,55,58,63,60,59,48,47,84}",209
"{30,29,25,24,26,27,28,32,84}",574
"{38,84}",620
"{38,36,37,39,40,41,42,43,44,84}",616
"{15,16,17,56,47,49,84,76,74}",34
"{84}",407
"{4,6,11,12,13,9,10,7,23,37,29,30,24,25,28,26,27,14,5,55,58,63,84,21}",325
"{22,23,24,25,26,27,28,29,30,58,63,14,13,12,11,10,9,7,4,5,6,84,87}",516
"{15,16,17,18,56,84,74,79,76,77}",174
"{31,33,34,35,57,62,84}",45
"{22,23,24,25,26,27,28,29,30,38,32,55,57,59,58,9,4,5,6,10,11,14,12,13,7,63,84,87}",443
"{37,31,29,24,25,30,28,27,26,7,11,12,13,14,39,40,41,42,44,43,2,3,8,59,55,58,63,57,21,38,84}",295
"{15,18,16,17,55,58,59,57,84,63,60,62}",134
"{30,3,7,8,12,13,24,25,26,27,28,29,39,40,2,11,14,41,42,43,44,36,55,58,63,60,59,48,20,84}",334
"{84}",471
"{64,44,43,40,39,41,42,14,38,3,2,6,11,12,13,8,55,58,57,63,60,59,36,7,21,23,29,30,24,25,28,26,27,32,84,87}",223
"{13,12,11,10,9,7,30,29,24,25,58,26,27,28,22,23,84}",524
"{7,10,11,12,13,9,4,5,6,22,23,29,30,58,63,24,25,28,26,27,32,38,57,84}",362
"{31,10,12,13,5,6,8,24,36,11,23,20,25,26,27,28,29,30,39,40,41,42,43,44,58,63,60,59,62,57,55,48,38,4,7,9,84}",464
"{4,32,5,6,38,7,9,10,11,12,13,14,24,25,26,27,28,29,30,55,22,23,58,63,59,57,84}",430
"{13,12,11,23,22,24,26,27,28,29,30,39,40,41,42,43,44,25,4,5,6,9,10,7,58,63,84}",498
"{21,23,24,25,3,8,2,6,7,11,12,13,14,57,60,55,63,58,26,27,28,29,30,31,84,87}",460
"{11,12,13,32,4,5,6,7,9,10,14,55,58,24,25,29,30,26,27,28,23,22,84}",469
"{4,5,6,38,59,13,11,12,32,84,10,9,7}",533
"{39,40,41,42,43,44,30,29,25,24,84,22,23,26,27,28}",608
"{14,22,23,24,25,26,27,4,5,6,7,9,10,11,12,13,28,29,30,38,57,55,58,32,63,84,87}",459
"{8,6,7,11,12,13,14,22,23,24,25,26,27,28,29,30,37,39,40,41,42,43,44,2,3,38,57,55,58,63,31,84}",326
"{24,25,26,38,32,7,9,10,23,22,4,5,6,27,28,29,30,57,59,14,13,12,11,88,84}",476
"{11,13,8,9,10,7,20,29,30,24,26,27,39,40,43,44,41,63,60,12,42,55,58,84,88,25,28,59}",206
"{25,26,29,11,4,27,28,7,5,6,14,22,23,9,10,12,13,24,30,32,59,55,58,63,38,84}",439
"{36,63,60,59,57,55,58,84}",365
"{36,48,68,69,49,28,26,27,39,40,43,44,41,42,32,14,38,21,23,29,30,24,25,57,3,2,6,11,12,13,8,7,55,58,63,60,59,84}",224
"{48,39,40,41,84,89,42,43,44,36,37,38}",586
"{84}",53
"{30,29,25,24,26,27,28,22,23,84}",572
"{31,33,34,35,36,38,48,84}",606
"{18,55,58,84,16,17,15}",247
"{84,38}",618
"{84}",100
"{84}",423
"{73,74,75,78,79,77,72,82,83,84}",12
"{4,5,6,7,9,10,14,32,11,12,13,59,55,38,24,25,26,27,28,29,30,23,22,84}",479
"{32,14,5,4,6,11,12,13,9,10,7,22,23,37,29,30,24,55,58,57,63,25,28,26,27,84}",392
"{38,64,59,44,41,42,43,40,39,84}",614
"{20,36,44,43,40,39,41,42,34,33,32,84,90,91,92,74,79,76,80,77,73,64,75}",24
"{11,12,13,9,10,7,26,27,38,14,29,30,24,25,28,55,58,59,84}",429
"{31,11,12,13,23,24,25,26,27,28,29,39,40,41,42,37,43,44,21,2,8,55,58,63,57,59,30,38,5,6,7,84}",425
"{22,23,29,30,24,25,28,26,27,2,3,6,7,8,11,12,13,14,55,58,63,88,84}",434
"{24,25,26,27,28,29,30,38,37,21,23,39,40,41,42,43,44,7,11,12,13,14,55,58,63,60,59,6,2,3,84}",474
"{65,66,71,61,36,21,22,55,58,63,60,59,48,84}",256
"{45}",580
"{10,9,7,4,5,6,24,25,29,30,58,26,27,28,22,23,14,13,12,11,84}",530
"{24,25,28,26,27,14,38,11,12,13,9,10,7,22,23,29,30,4,5,6,55,58,59,63,84}",422
"{58,29,30,24,25,22,23,26,27,28,84}",549
"{28,27,26,25,24,29,30,22,23,38,32,4,5,6,7,9,10,11,12,13,14,55,59,57,84}",465
"{22,23,30,29,28,27,26,25,24,38,84}",520
"{7,8,11,12,13,14,23,24,25,26,27,28,29,30,37,38,6,2,3,31,59,21,84}",185
"{31,8,6,11,12,13,7,22,23,29,30,24,25,55,58,63,57,28,26,27,14,84,2,3}",380
"{84}",130
"{73,84,90,91,74,75,79,76,77}",23
