"0.80487804878048780488","24"
"0.80487804878048780488","25"
"0.80487804878048780488","27"
"0.80487804878048780488","29"
"0.80487804878048780488","28"
"0.80487804878048780488","30"
"0.80081300813008130081","26"
"0.77642276422764227642","22"
"0.77235772357723577236","23"
"0.76422764227642276423","58"
"0.76016260162601626016","7"
"0.75609756097560975610","11"
"0.75609756097560975610","10"
"0.75609756097560975610","12"
"0.75609756097560975610","13"
"0.75609756097560975610","9"
"0.73983739837398373984","14"
"0.73577235772357723577","55"
"0.72764227642276422764","4"
"0.72357723577235772358","5"
"0.72357723577235772358","6"
"0.68292682926829268293","8"
"0.67479674796747967480","63"
"0.63008130081300813008","38"
"0.56910569105691056911","59"
"0.56504065040650406504","37"
"0.49186991869918699187","2"
"0.48780487804878048780","3"
"0.47967479674796747967","21"
"0.45934959349593495935","57"
"0.45528455284552845528","32"
"0.38617886178861788618","60"
"0.38617886178861788618","42"
"0.38617886178861788618","43"
"0.38211382113821138211","40"
"0.38211382113821138211","41"
"0.38211382113821138211","39"
"0.38211382113821138211","44"
"0.26829268292682926829","36"
"0.26016260162601626016","31"
"0.23983739837398373984","48"
"0.21138211382113821138","56"
"0.17479674796747967480","62"
"0.15040650406504065041","20"
"0.14634146341463414634","47"
"0.14227642276422764228","45"
"0.13008130081300813008","15"
"0.12195121951219512195","17"
"0.12195121951219512195","16"
"0.11788617886178861789","61"
"0.09756097560975609756","33"
"0.09756097560975609756","49"
"0.09756097560975609756","34"
"0.08536585365853658537","35"
"0.05691056910569105691","18"
"0.02845528455284552846","73"
"0.02439024390243902439","74"
"0.02439024390243902439","75"
"0.02439024390243902439","79"
"0.02439024390243902439","72"
"0.02439024390243902439","77"
"0.02439024390243902439","82"
"0.02439024390243902439","83"
"0.02032520325203252033","76"
"0.01219512195121951220","78"
"0.00813008130081300813","80"
"0.00406504065040650407","64"
