"{22,23,29,30,24,25,28,26,27,32,57,58,63}","13","437"
"{8,14,7,9,10,11,12,13,4,5,6,59,55}","13","501"
"{23,24,25,26,27,28,29,30,22,38,57,59,32}","13","476"
"{55,4,5,6,7,9,10,11,12,13,14,38}","12","522"
"{18,8,3,4,2,44,43,42,41,40,39,64}","12","451"
"{55,11,12,13,14,10,9,7,6,5,4}","11","550"
"{32,57,24,25,29,30,22,23,26,27,28}","11","519"
"{37,38,31,33,36,34,32,35,57,62,59}","11","43"
"{44,43,40,41,42,39,15,16,17,56,55}","11","455"
"{72,83,82,73,74,75,76,77,79,78,80}","11","178"
"{11,12,13,14,55,9,10,7,4,6,5}","11","546"
"{22,23,29,30,24,25,28,26,27,58,63}","11","428"
"{23,24,25,26,27,28,29,30,22,58,63}","11","419"
"{26,27,28,24,25,29,30,58,22,23}","10","527"
"{24,25,29,30,58,26,27,28,22,23}","10","545"
"{58,24,25,30,26,27,28,29,22,23}","10","523"
"{30,29,24,25,58,26,27,28,22,23}","10","524"
"{32,59,57,24,25,26,27,28,29,30}","10","506"
"{24,25,29,30,58,26,27,28,22,23}","10","532"
"{32,59,57,29,30,25,24,27,26,28}","10","475"
"{57,22,23,24,25,26,27,28,29,30}","10","453"
"{24,25,29,30,58,26,27,28,22,23}","10","556"
"{58,29,30,24,25,22,23,26,27,28}","10","549"
"{24,25,29,30,58,26,27,28,22,23}","10","530"
"{72,83,82,73,74,75,76,77,79}","9","17"
"{75,76,72,83,82,73,74,77,79}","9","11"
"{72,83,82,73,74,75,76,77,79}","9","13"
"{26,30,25,27,28,29,22,23,24}","9","526"
"{33,34,37,32,31,35,14,57,62}","9","51"
"{37,31,33,34,32,35,57,62}","8","69"
"{39,40,41,42,43,44,37,38}","8","525"
"{31,33,34,37,32,35,57,62}","8","52"
"{58,29,30,24,25,26,27,28}","8","397"
"{58,11,12,13,14,9,10,7}","8","518"
"{34,37,33,31,32,35,57,62}","8","31"
"{37,31,33,34,32,35,57,62}","8","45"
"{14,13,11,12,10,9,7}","7","573"
"{29,30,24,25,26,27,28}","7","583"
"{14,13,12,11,10,9,7}","7","432"
"{39,40,41,42,43,44,36}","7","586"
"{44,43,42,41,40,39}","6","409"
"{73,80,72,83,82}","5","8"
"{57,32,59,38}","4","470"
"{36,37,38}","3","554"
"{38,59,32}","3","533"
"{57,62}","2","9"
"{45}","1","581"
"{45}","1","580"
"{38}","1","517"
"{38}","1","547"
"{56}","1","346"
"{45}","1","502"
"{45}","1","582"
"{43}","1","578"
"{57}","1","531"
"{2}","1","576"
"{42}","1","579"
"{38}","1","520"
